UID,Name,Position,Age,Club,Wage,Division,Minutes Played,Season,Total Number Of Seasons Stored,Average Rating,SABR Rating,Adjusted Rating,Adjusted SABR Rating,Rating Difference,Aerial Challenges Attempted per 90,Assists per 90,Blocks per 90,Chances Created per 90,Clearances per 90,Cross Completion %,Dribbles per 90,Expected Assists per 90,Expected Goals per 90,Goals per 90,Headers Won %,Interceptions per 90,Key Headers per 90,Key Passes per 90,Key Tackles per 90,Non-Penalty xG per 90,Open-Play Cross Completion %,Open-Play Key Passes per 90,Possession Lost per 90,Possession Won per 90,Pressures Attempted per 90,Pressures Completed per 90,Progressive Passes per 90,Shots Blocked per 90,Shots Outside Box per 90,Shots on Target per 90,Shots per 90,Tackles Won per 90
r-2002340726,John Davis,Wide Attacking Midfielder,25,Cincinnati,"£132,000 p/a",Major League Soccer,737,2045,2,6.56,1.3,6.7,0.98,-5.72,5.62,0.12,0.12,1.3,1.59,11.0,3.79,0.11,0.04,0.0,22.0,2.44,0.0,1.1,0.12,0.04,31.0,0.98,15.26,6.96,11.48,2.56,1.83,0.0,0.24,0.24,0.37,2.32
r-2002340726,John Davis,Wide Attacking Midfielder,26,Cincinnati,"£132,000 p/a",Major League Soccer,273,2046,2,6.85,0.66,6.7,0.98,-5.72,4.95,0.66,0.0,2.57,0.99,23.0,3.3,0.46,0.14,0.0,27.0,2.31,0.0,2.64,0.0,0.14,83.0,2.31,17.47,7.58,8.57,1.98,2.64,0.0,1.32,0.0,1.65,2.64
r-2002340454,Vangelis Papantoniou,Wide Attacking Midfielder,27,Charlotte FC,"£198,000 p/a",Major League Soccer,525,2045,2,6.89,1.28,6.81,4.16,-2.65,3.26,0.17,0.51,1.23,0.34,18.0,3.6,0.19,0.25,0.34,47.0,1.2,0.0,2.23,0.0,0.25,24.0,1.54,18.86,5.14,12.51,2.57,4.11,0.17,1.03,0.86,1.89,1.54
r-2002340454,Vangelis Papantoniou,Wide Attacking Midfielder,28,Charlotte FC,"£467,000 p/a",Major League Soccer,3024,2046,2,6.73,7.05,6.81,4.16,-2.65,4.97,0.12,0.33,2.24,0.68,13.0,2.02,0.17,0.19,0.15,42.0,1.73,0.03,1.61,0.0,0.17,50.0,1.25,14.61,6.67,13.3,3.45,1.93,0.06,1.22,0.98,2.02,1.79
r-2002288628,Irakli Samkharadze,Wide Attacking Midfielder,23,CF Montréal,"£135,000 p/a",Major League Soccer,672,2045,2,6.73,1.24,6.74,2.33,-4.41,7.1,0.0,0.13,0.85,1.21,20.0,3.21,0.18,0.24,0.13,15.0,1.88,0.0,2.54,0.13,0.24,43.0,1.61,13.53,7.9,12.19,3.21,3.62,0.0,0.8,0.67,1.88,3.21
r-2002288628,Irakli Samkharadze,Wide Attacking Midfielder,24,CF Montréal,"£135,000 p/a",Major League Soccer,1658,2046,2,6.75,3.42,6.74,2.33,-4.41,7.82,0.22,0.33,1.99,1.03,22.0,2.55,0.29,0.16,0.05,22.0,1.57,0.11,1.79,0.0,0.16,67.0,1.25,13.46,7.55,13.68,3.26,2.28,0.05,0.49,0.33,1.3,3.04
r-2002340501,Sam Macias,Wide Attacking Midfielder,26,Chicago,"£126,000 p/a",Major League Soccer,804,2045,2,6.66,1.19,6.84,1.62,-5.22,5.49,0.0,0.11,1.5,1.46,0.0,4.37,0.21,0.18,0.22,14.0,1.9,0.0,0.45,0.11,0.18,0.0,0.45,16.01,6.16,10.52,2.91,1.46,0.0,0.11,0.56,1.23,3.02
r-2002340501,Sam Macias,Wide Attacking Midfielder,27,Chicago,"£101,000 p/a",Major League Soccer,1095,2046,2,7.02,2.05,6.84,1.62,-5.22,3.53,0.33,0.08,0.41,1.07,5.0,3.12,0.19,0.21,0.25,33.0,1.81,0.08,1.73,0.08,0.21,25.0,1.73,10.68,7.07,9.95,2.71,5.42,0.08,1.81,0.66,2.05,2.63
r-2002339809,José Rodríguez,Wide Attacking Midfielder,35,Charlotte FC,"£270,000 p/a",Major League Soccer,497,2045,1,6.81,1.09,6.81,1.09,-5.72,1.81,0.36,0.0,1.99,0.54,22.0,3.62,0.29,0.18,0.0,20.0,1.45,0.0,2.72,0.0,0.18,66.0,1.27,21.73,6.88,11.95,2.9,4.16,0.0,0.36,0.54,1.27,1.27
r-2002154045,Brian Taylor,Wide Attacking Midfielder,31,Nashville,"£226,000 p/a",Major League Soccer,518,2045,1,7.05,1.03,7.05,1.03,-6.02,4.86,0.52,0.69,4.54,0.87,22.0,4.52,0.5,0.1,0.17,11.0,3.13,0.0,4.17,0.0,0.1,49.0,2.78,16.51,8.86,13.03,2.43,4.86,0.17,0.35,0.35,0.52,2.61
r-2002339916,Martin Hanley,Wide Attacking Midfielder,29,New York,"£130,000 p/a",Major League Soccer,528,2045,2,6.79,0.96,6.76,3.82,-2.94,5.45,0.34,0.51,1.12,0.68,26.0,2.9,0.28,0.09,0.17,9.0,1.7,0.0,1.7,0.0,0.09,77.0,1.53,13.47,7.16,10.74,2.22,4.77,0.17,1.02,0.51,1.36,2.56
r-2002339916,Martin Hanley,Wide Attacking Midfielder,30,New York,"£130,000 p/a",Major League Soccer,3399,2046,2,6.74,6.67,6.76,3.82,-2.94,4.74,0.19,0.26,0.61,1.27,19.0,2.49,0.13,0.16,0.13,23.0,1.75,0.03,1.43,0.05,0.16,55.0,1.35,15.15,6.17,11.6,2.75,2.86,0.0,0.82,0.61,1.54,2.28
r-2002338598,Ross Lissek,Wide Attacking Midfielder,25,Columbus,"£127,000 p/a",Major League Soccer,369,2045,2,6.55,0.81,6.9,0.97,-5.93,5.12,0.0,0.24,1.35,0.73,0.0,3.17,0.07,0.29,0.24,43.0,2.44,0.0,0.98,0.0,0.29,0.0,0.98,17.32,9.27,14.39,2.93,3.66,0.0,0.73,0.98,2.44,2.44
r-2002338598,Ross Lissek,Wide Attacking Midfielder,26,Portland,"£127,000 p/a",Major League Soccer,407,2046,2,7.25,1.12,6.9,0.97,-5.93,4.86,0.66,0.0,2.41,0.88,21.0,2.43,0.43,0.08,0.0,64.0,3.76,0.0,1.77,0.0,0.08,53.0,1.77,14.82,7.74,10.39,2.87,3.1,0.0,1.11,0.0,1.33,3.1
r-2002358143,Harry Thomas,Wide Attacking Midfielder,21,Seattle,"£101,000 p/a",Major League Soccer,457,2045,2,6.96,0.76,3.48,0.38,-3.1,2.56,0.59,0.2,0.99,1.38,18.0,3.15,0.23,0.07,0.2,23.0,2.17,0.0,1.58,0.0,0.07,27.0,1.38,13.59,7.48,9.45,2.17,2.36,0.2,0.59,0.39,0.79,2.56
r-2002358143,Harry Thomas,Wide Attacking Midfielder,22,Seattle,"£101,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.48,0.38,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340455,Juan Carlos Herrera,Wide Attacking Midfielder,30,Atlanta United,"£237,000 p/a",Major League Soccer,400,2045,1,6.62,0.75,6.62,0.75,-5.87,7.2,0.0,0.22,0.81,0.9,8.0,3.15,0.13,0.31,0.0,19.0,1.35,0.0,1.12,0.0,0.31,18.0,1.12,18.45,6.75,11.92,3.38,3.38,0.0,0.45,1.12,2.25,1.12
r-2002322832,Greg Ramírez,Wide Attacking Midfielder,21,Inter Miami,"£101,000 p/a",Major League Soccer,533,2045,2,6.73,0.74,6.68,0.88,-5.8,3.38,0.0,0.51,0.0,1.86,12.0,1.52,0.04,0.14,0.17,20.0,1.86,0.17,0.51,0.0,0.14,34.0,0.51,9.29,8.11,10.3,2.87,4.73,0.34,0.51,0.17,0.84,2.2
r-2002322832,Greg Ramírez,Wide Attacking Midfielder,22,Inter Miami,"£173,000 p/a",Major League Soccer,597,2046,2,6.64,1.01,6.68,0.88,-5.8,3.17,0.0,0.6,0.25,1.66,14.0,1.66,0.06,0.03,0.0,33.0,2.71,0.0,0.3,0.0,0.03,44.0,0.3,11.01,9.5,9.35,1.51,4.22,0.45,0.45,0.0,0.45,2.11
r-2002463797,Andrew Acuña,Wide Attacking Midfielder,18,New England,"£78,000 p/a",Major League Soccer,381,2045,2,6.87,0.71,6.86,0.74,-6.12,2.83,0.24,0.47,3.95,1.18,8.0,4.72,0.31,0.1,0.0,17.0,2.13,0.24,1.89,0.0,0.1,28.0,1.65,17.01,7.56,13.46,4.72,2.6,0.0,0.71,0.24,0.94,2.36
r-2002463797,Andrew Acuña,Wide Attacking Midfielder,19,New England,"£109,000 p/a",Major League Soccer,330,2046,2,6.84,0.77,6.86,0.74,-6.12,3.82,0.27,0.27,4.39,1.09,22.0,3.27,0.25,0.12,0.0,36.0,1.09,0.0,2.18,0.0,0.12,56.0,2.18,16.91,5.18,9.27,3.0,1.64,0.0,0.82,1.09,1.36,0.82
r-2002288130,Ryan Pérez,Wide Attacking Midfielder,23,Chicago,"£133,000 p/a",Major League Soccer,505,2045,2,6.95,0.7,6.85,1.72,-5.13,2.14,0.0,0.0,0.0,1.07,0.0,3.39,0.09,0.16,0.53,8.0,2.32,0.0,1.07,0.0,0.16,11.0,0.36,17.29,7.84,11.76,3.56,2.85,0.0,0.36,1.07,1.43,1.78
r-2002288130,Ryan Pérez,Wide Attacking Midfielder,24,Chicago,"£133,000 p/a",Major League Soccer,1004,2046,2,6.74,2.74,6.85,1.72,-5.13,4.21,0.18,0.09,4.27,1.52,7.0,3.14,0.21,0.21,0.18,53.0,1.61,0.18,2.51,0.0,0.21,55.0,1.08,18.74,7.62,10.76,2.33,2.42,0.09,0.36,0.9,1.7,2.51
r-2002357321,Brandon Quinn,Wide Attacking Midfielder,20,Austin FC,"£147,000 p/a",Major League Soccer,243,2045,2,6.61,0.6,6.72,1.2,-5.52,5.93,0.0,0.0,5.29,1.48,6.0,4.07,0.07,0.09,0.0,56.0,1.85,0.74,1.11,0.0,0.09,7.0,1.11,18.15,6.67,11.11,3.7,6.67,0.0,0.37,0.37,0.74,1.48
r-2002357321,Brandon Quinn,Wide Attacking Midfielder,21,Austin FC,"£147,000 p/a",Major League Soccer,643,2046,2,6.82,1.8,6.72,1.2,-5.52,5.88,0.28,0.14,0.19,0.7,13.0,2.94,0.12,0.18,0.28,50.0,1.12,0.42,1.12,0.0,0.18,89.0,0.84,17.22,7.56,11.62,2.66,5.32,0.0,0.56,1.26,1.68,1.12
r-2002338456,Harrison Moss,Wide Attacking Midfielder,24,LA Galaxy,"£208,000 p/a",Major League Soccer,142,2045,2,6.47,0.3,6.54,0.62,-5.92,4.44,0.0,0.63,0.0,0.63,0.0,3.8,0.13,0.75,0.0,43.0,1.27,0.0,1.27,0.0,0.25,33.0,0.63,9.51,6.97,12.04,3.17,6.97,0.0,0.63,1.27,2.54,0.0
r-2002338456,Harrison Moss,Wide Attacking Midfielder,25,Sporting KC,"£222,000 p/a",Major League Soccer,459,2046,2,6.6,0.93,6.54,0.62,-5.92,7.84,0.0,0.59,0.2,0.78,0.0,2.94,0.07,0.17,0.0,43.0,3.14,0.2,0.59,0.0,0.02,20.0,0.2,12.55,9.61,12.94,3.14,5.29,0.0,0.0,0.39,0.98,2.35
r-2002305333,Massimo Gemignani,Wide Attacking Midfielder,22,Toronto FC,"£193,000 p/a",Major League Soccer,166,2045,1,6.96,0.29,6.96,0.29,-6.67,4.88,0.54,0.0,0.75,1.08,16.0,2.71,0.23,0.19,0.54,11.0,0.54,0.0,2.17,0.0,0.19,18.0,1.08,21.14,3.25,11.93,1.63,1.63,0.0,1.63,1.08,2.17,2.71
r-2002339968,Jake Brown,Wide Attacking Midfielder,34,Philadelphia,"£542,000 p/a",Major League Soccer,122,2045,2,7.0,0.29,3.5,0.14,-3.36,4.43,0.74,1.48,0.0,2.21,20.0,4.43,0.28,0.14,0.74,17.0,0.74,0.0,3.69,0.0,0.14,50.0,0.74,22.13,8.11,16.23,4.43,0.74,0.0,2.21,2.21,2.95,2.95
r-2002339968,Jake Brown,Wide Attacking Midfielder,35,Philadelphia,"£542,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.5,0.14,-3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002288016,Saúl Hernández,Wide Attacking Midfielder,24,Atlanta United,"£138,000 p/a",Major League Soccer,145,2045,1,7.03,0.29,7.03,0.29,-6.74,4.97,0.0,0.0,0.0,1.24,0.0,4.34,0.0,0.2,0.62,0.0,1.24,0.0,1.24,0.62,0.2,0.0,1.24,40.97,0.0,6.83,2.48,2.48,0.0,0.0,1.24,1.24,1.24
r-2002339619,Kevin Arzú,Wide Attacking Midfielder,23,FC Dallas,"£78,000 p/a",Major League Soccer,114,2045,2,6.73,0.18,6.69,0.32,-6.37,3.95,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.06,0.0,20.0,1.58,0.0,0.79,0.0,0.06,0.0,0.79,25.26,3.16,9.47,2.37,2.37,0.0,0.79,0.0,0.79,0.79
r-2002339619,Kevin Arzú,Wide Attacking Midfielder,24,FC Dallas,"£78,000 p/a",Major League Soccer,270,2046,2,6.65,0.46,6.69,0.32,-6.37,2.67,0.0,1.0,0.0,0.33,0.0,1.33,0.07,0.05,0.0,38.0,0.67,0.0,0.67,0.0,0.05,0.0,0.67,18.33,5.33,11.0,3.33,3.0,0.0,0.0,0.33,0.33,1.67
r-2002340044,Jesús Tello,Wide Attacking Midfielder,26,Vancouver,"£101,000 p/a",Major League Soccer,133,2045,2,6.5,0.16,6.5,0.48,-6.02,3.38,0.0,0.0,0.0,2.03,0.0,1.35,0.12,0.26,0.68,20.0,0.68,0.0,0.0,0.0,0.26,0.0,0.0,10.15,2.71,8.8,0.68,0.68,0.0,0.0,0.68,2.03,2.71
r-2002340044,Jesús Tello,Wide Attacking Midfielder,27,Vancouver,"£101,000 p/a",Major League Soccer,459,2046,2,6.5,0.79,6.5,0.48,-6.02,6.86,0.2,0.78,0.51,1.37,27.0,1.96,0.19,0.09,0.0,14.0,1.96,0.0,1.96,0.0,0.09,48.0,1.96,12.35,7.06,16.67,3.53,2.75,0.39,0.0,0.39,0.59,3.73
r-2002338741,Colin Torre,Wide Attacking Midfielder,23,Columbus,"£101,000 p/a",Major League Soccer,90,2045,2,7.4,0.15,7.12,0.35,-6.77,1.0,0.0,0.0,0.0,1.0,20.0,10.0,0.24,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,20.0,3.0,19.0,7.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0
r-2002338741,Colin Torre,Wide Attacking Midfielder,24,Columbus,"£101,000 p/a",Major League Soccer,304,2046,2,6.83,0.55,7.12,0.35,-6.77,4.44,0.3,0.3,1.73,0.3,38.0,4.14,0.21,0.0,0.0,13.0,0.3,0.0,1.78,0.0,0.0,67.0,1.48,13.03,7.7,14.51,6.51,2.96,0.0,0.0,0.0,0.0,2.96
r-2002338078,Chris Seymore,Wide Attacking Midfielder,30,Sporting KC,"£153,000 p/a",Major League Soccer,99,2045,2,7.15,0.14,3.58,0.07,-3.51,5.45,0.91,0.0,0.91,0.0,33.0,2.73,0.45,0.0,0.0,0.0,1.82,0.0,2.73,0.0,0.0,33.0,2.73,15.45,7.27,15.45,3.64,4.55,0.0,0.0,0.0,0.0,0.91
r-2002338078,Chris Seymore,Wide Attacking Midfielder,31,Sporting KC,"£153,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,3.58,0.07,-3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338397,Levan Enukidze,Wide Attacking Midfielder,22,Cincinnati,"£137,000 p/a",Major League Soccer,50,2045,2,6.6,0.1,3.3,0.05,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338397,Levan Enukidze,Wide Attacking Midfielder,23,Cincinnati,"£137,000 p/a",Major League Soccer,1,2046,2,0.0,0.0,3.3,0.05,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002356287,Eduardo Rodríguez,Wide Attacking Midfielder,20,Houston,"£78,000 p/a",Major League Soccer,85,2045,2,6.3,0.08,6.46,0.38,-6.08,3.18,0.0,0.0,0.0,2.12,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.82,6.35,15.88,3.18,0.0,0.0,0.0,0.0,0.0,5.29
r-2002356287,Eduardo Rodríguez,Wide Attacking Midfielder,21,Houston,"£115,000 p/a",Major League Soccer,515,2046,2,6.63,0.67,6.46,0.38,-6.08,4.54,0.0,0.17,0.83,1.4,6.0,3.32,0.03,0.16,0.0,8.0,1.4,0.0,0.35,0.17,0.16,9.0,0.35,15.2,3.15,9.79,2.45,1.57,0.0,1.05,0.52,1.57,2.27
r-2002339886,Kye Rosenberry,Wide Attacking Midfielder,23,Portland,"£78,000 p/a",Major League Soccer,38,2045,1,6.7,0.04,6.7,0.04,-6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340558,Theo Smoltz,Wide Attacking Midfielder,23,Austin FC,"£101,000 p/a",Major League Soccer,16,2045,1,6.7,0.03,6.7,0.03,-6.67,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002339585,Leonardo Silvera,Wide Attacking Midfielder,25,Real Salt Lake,"£78,000 p/a",Major League Soccer,53,2045,1,6.6,0.03,6.6,0.03,-6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340661,Nick Cárdenas,Wide Attacking Midfielder,24,Austin FC,"£78,000 p/a",Major League Soccer,16,2045,2,7.6,0.02,7.1,0.16,-6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340661,Nick Cárdenas,Wide Attacking Midfielder,25,Austin FC,"£78,000 p/a",Major League Soccer,135,2046,2,6.6,0.29,7.1,0.16,-6.94,4.0,0.67,0.0,2.0,0.67,100.0,0.0,0.41,0.07,0.0,33.0,0.67,0.0,0.67,0.0,0.07,100.0,0.67,12.67,6.67,13.33,5.33,6.67,0.0,0.67,0.67,0.67,1.33
r-2002339904,Gabriel Stewart,Wide Attacking Midfielder,33,Columbus,"£244,000 p/a",Major League Soccer,36,2045,2,6.6,0.01,6.78,0.03,-6.75,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002339904,Gabriel Stewart,Wide Attacking Midfielder,34,Columbus,"£171,000 p/a",Major League Soccer,33,2046,2,6.95,0.06,6.78,0.03,-6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002357501,Jamie Pore,Wide Attacking Midfielder,20,CF Montréal,"£149,000 p/a",Major League Soccer,53,2045,2,6.75,0.01,6.85,0.32,-6.53,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002357501,Jamie Pore,Wide Attacking Midfielder,21,CF Montréal,"£149,000 p/a",Major League Soccer,249,2046,2,6.95,0.63,6.85,0.32,-6.53,5.42,0.36,0.0,1.55,2.53,14.0,2.53,0.2,0.73,0.72,13.0,2.17,0.0,2.53,0.0,0.73,117.0,1.45,17.35,5.42,12.65,3.61,3.25,0.0,1.08,1.08,3.25,2.89
r-2002340657,Humberto Contreras,Wide Attacking Midfielder,23,Austin FC,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340657,Humberto Contreras,Wide Attacking Midfielder,24,Austin FC,"£78,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002465802,Jordan Diaz,Wide Attacking Midfielder,18,D.C. United,"£78,000 p/a",Major League Soccer,0,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002358166,George Hailes,Wide Attacking Midfielder,21,Orlando City,"£78,000 p/a",Major League Soccer,9,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002373325,Anthony Shapiro-Thompson,Wide Attacking Midfielder,18,LAFC,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002373325,Anthony Shapiro-Thompson,Wide Attacking Midfielder,19,LAFC,"£127,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340436,Daniel Gołaszewski,Wide Attacking Midfielder,24,CF Montréal,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,3.72,0.14,-3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340436,Daniel Gołaszewski,Wide Attacking Midfielder,25,CF Montréal,"£78,000 p/a",Major League Soccer,174,2046,2,7.45,0.27,3.72,0.14,-3.58,3.62,1.03,0.0,0.0,1.03,16.0,2.07,0.07,0.06,0.0,14.0,0.52,0.0,1.03,0.0,0.06,25.0,1.03,18.1,1.55,10.86,5.17,2.07,0.0,0.0,0.0,0.52,4.14
r-2002338820,Ryan Saldaña,Wide Attacking Midfielder,24,Seattle,"£78,000 p/a",Major League Soccer,0,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002339160,Jimmy Chávez,Wide Attacking Midfielder,23,Sporting KC,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002339160,Jimmy Chávez,Wide Attacking Midfielder,24,Sporting KC,"£78,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002357919,Eduardo Salazar,Wide Attacking Midfielder,20,FC Dallas,"£134,000 p/a",Major League Soccer,8,2045,2,0.0,0.0,3.25,0.0,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002357919,Eduardo Salazar,Wide Attacking Midfielder,21,FC Dallas,"£185,000 p/a",Major League Soccer,18,2046,2,6.5,0.0,3.25,0.0,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338657,Aaron Velarde,Wide Attacking Midfielder,31,Seattle,"£163,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,3.23,0.14,-3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338657,Aaron Velarde,Wide Attacking Midfielder,32,Seattle,"£163,000 p/a",Major League Soccer,216,2046,2,6.46,0.27,3.23,0.14,-3.09,5.42,0.0,0.42,0.71,0.42,0.0,3.75,0.07,0.02,0.0,15.0,2.92,0.0,0.42,0.0,0.02,0.0,0.42,12.08,6.67,11.67,2.92,3.75,0.0,0.42,0.0,0.42,0.83
r-2002338437,Jordan Romero,Wide Attacking Midfielder,26,Cincinnati,"£101,000 p/a",Major League Soccer,0,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002357371,Marco Rodríguez,Wide Attacking Midfielder,19,CF Montréal,"£78,000 p/a",Major League Soccer,0,2045,2,0.0,0.0,3.45,0.14,-3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
